id,name,primary_category,primary_subcategories,secondary_categories,content_needs,location,remote_acceptable,business_size,past_creators_hired,avg_creator_rating,budget_range_per_gig,niche_tags,current_gigs_open,active_in_last_30_days,preferred_creator_size,profile_description
biz_0255,Nunez-Stephens,food_beverage,"['cafes', 'bars']",[],"['long_form_video', 'live_coverage']","Chicago, IL",False,medium,2,4.5,"[500, 2000]","['dessert', 'italian', 'vegan', 'asian']",2,True,any,"Cafe & bar in Chicago | Italian & Asian-inspired desserts | Vegan options available | Sweet drinks, savory bites"
biz_0256,"Gray, Hall and Murray",beauty_wellness,['makeup'],[],"['live_coverage', 'long_form_video']","Austin, TX",False,small,1,4.0,"[300, 600]","['wellness', 'natural', 'makeup_tutorial']",1,False,mid,"Makeup artistry & beauty wellness | Austin, TX | Natural looks, tutorials & tips | Book your transformation today ✨"
biz_0257,Hill Ltd,fashion,['accessories'],[],"['photography', 'long_form_video']","Seattle, WA",True,medium,0,,"[800, 1800]","['ethical', 'ootd', 'streetwear', 'vintage', 'seasonal']",5,True,large,"Ethical accessories for the everyday. Vintage-inspired pieces, seasonal drops, streetwear essentials. Seattle-based. ✌️"
biz_0258,Johnson Ltd,beauty_wellness,['supplements'],[],['long_form_video'],"Dallas, TX",False,small,5,4.5,"[200, 900]","['skincare', 'makeup_tutorial', 'drugstore']",1,False,mid,"Premium supplements for skin & beauty | Drugstore-friendly prices | Dallas, TX
Shop skincare, vitamins & wellness products that actually work. Follow for tutorials & tips 💄"
biz_0259,Mendez-Mayer,auto,"['motorcycle', 'ev']",[],['podcast'],"Los Angeles, CA",False,large,0,,"[2000, 5000]","['motorcycle', 'suv', 'off_road']",5,True,small,"Motorcycle & EV specialists | Off-road builds & custom work | Los Angeles | Podcast: The Ride Ep. Every week we talk bikes, electric, and adventure 🏍️⚡"
biz_0260,Allen Inc,auto,['service'],[],['social_posts'],"Boston, MA",False,large,8,3.5,"[1500, 3500]","['sedan', 'suv', 'performance', 'off_road', 'vintage']",1,False,mid,"Allen Inc | Auto Service & Performance
Sedans, SUVs, vintage & off-road builds. Full-service shop in Boston. Expert mechanics, quality parts, real results."
biz_0261,Wheeler Group,retail,"['specialty', 'electronics']",[],"['reels', 'long_form_video', 'social_posts']","Denver, CO",True,medium,30,3.5,"[800, 2300]","['streetwear', 'minimalist', 'kids', 'vintage', 'tech_gadgets']",0,True,mid,"Specialty streetwear & vintage tech. Minimalist designs for kids and collectors. Denver-based curated selection of electronics, apparel, and rare finds. 🛹"
biz_0262,"Powers, Brennan and Sanchez",retail,['big_box'],[],"['podcast', 'reels', 'live_coverage']","San Francisco, CA",False,medium,8,3.5,"[1000, 2000]","['streetwear', 'vintage', 'kids', 'home_decor']",3,True,mid,"Powers, Brennan & Sanchez | Streetwear, Vintage & Home Decor
Curated collections for the whole fam. San Francisco since [year]. Follow for drops, behind-the-scenes & live shopping 🎬"
biz_0263,Morales and Sons,food_beverage,"['casual_dining', 'specialty_foods']",[],"['reels', 'live_coverage', 'blog_posts']","Seattle, WA",False,large,5,4.7,"[3000, 6000]","['dessert', 'italian', 'brunch']",3,True,mid,"Morales and Sons | Italian Desserts & Brunch
Handcrafted pastries, gelato & espresso. Seattle institution since day one.
Classic Italian flavors, modern Seattle vibes ☕🍰"
biz_0264,"Robinson, Shields and Brown",fashion,"['accessories', 'sustainable']",[],['photography'],"Atlanta, GA",False,medium,5,4.0,"[500, 1500]","['minimalist', 'color_palette', 'lookbook', 'luxury']",1,True,small,"Sustainable luxury accessories | Minimalist design, curated color palettes | Atlanta-based | Shop our latest lookbook 🌿"
biz_0265,"Holder, Young and Hendricks",home_real_estate,"['property_management', 'garden']",[],['blog_posts'],"Seattle, WA",True,small,30,4.5,"[300, 800]","['garden', 'diy', 'luxury']",1,True,mid,"Property management & landscape design | Seattle
Curated homes, stunning gardens. Luxury properties with heart.
DIY tips & garden inspiration on our blog 🌱"
biz_0266,"Flores, Harper and Chambers",beauty_wellness,['skincare'],[],"['photography', 'social_posts']","Nashville, TN",False,small,30,3.5,"[300, 600]","['wellness', 'self_care', 'natural', 'spa_day', 'anti_aging']",1,False,any,"Skincare & wellness | Natural, results-driven products | Nashville, TN
Self-care essentials for every skin type. Anti-aging treatments that actually work ✨"
biz_0267,Young-Walter,travel_hospitality,['luxury_resort'],[],"['blog_posts', 'podcast', 'live_coverage']","San Diego, CA",False,small,2,4.5,"[300, 600]","['solo', 'boutique', 'adventure']",3,True,any,"Boutique luxury resort in San Diego. Solo travelers & adventurers welcome. Curated experiences, intimate spaces, unforgettable stays. 🌊"
biz_0268,"Boyd, Gutierrez and Hill",travel_hospitality,['luxury_resort'],[],"['long_form_video', 'blog_posts', 'photography']","Los Angeles, CA",False,medium,0,,"[1000, 2500]","['solo', 'domestic', 'family', 'international']",0,True,any,"Luxury resort in Los Angeles | Solo, family & international getaways | Stunning accommodations, world-class amenities & unforgettable experiences"
biz_0269,"Fry, Hobbs and Buck",food_beverage,"['casual_dining', 'cafes']",[],['photography'],"Miami, FL",False,medium,30,4.5,"[800, 2300]","['vegan', 'mexican', 'wine_pairing', 'farm_to_table']",1,True,any,"Vegan Mexican cafe in Miami | Farm-to-table, wine pairings & fresh flavors. Coffee, breakfast, lunch & dinner daily ☕🌱"
biz_0270,"Shelton, Peters and Williams",retail,['electronics'],[],"['podcast', 'social_posts', 'blog_posts']","San Francisco, CA",False,medium,2,3.5,"[800, 2300]","['vintage', 'kids', 'minimalist', 'outdoor']",0,True,small,Vintage & modern electronics for families | Curated gear for outdoor adventures & minimalist living | San Francisco since 2008
biz_0271,David-Powers,travel_hospitality,"['tour_operator', 'attraction']",[],"['podcast', 'long_form_video', 'blog_posts']","Brooklyn, NY",False,medium,8,4.3,"[800, 2300]","['luxury_travel', 'solo', 'domestic']",0,True,large,"Luxury travel experiences curated for solo travelers. Domestic destinations, unforgettable journeys. Brooklyn-based | Podcast • Videos • Stories 🌍"
biz_0272,"Flores, Butler and Hernandez",travel_hospitality,['boutique_hotel'],[],"['podcast', 'blog_posts']","Houston, TX",True,small,1,4.3,"[500, 1000]","['family', 'solo', 'couples', 'boutique', 'luxury_travel']",1,False,any,"Boutique hotel in Houston | Intimate stays for families, couples & solo travelers | Luxury comfort, local charm"
biz_0273,White-Medina,food_beverage,"['food_trucks', 'casual_dining']",[],"['blog_posts', 'live_coverage']","Miami, FL",False,small,30,3.5,"[300, 1000]","['dessert', 'vegan', 'farm_to_table']",0,False,any,"White-Medina | Miami
Vegan desserts & farm-to-table bites 🌱
Fresh, plant-based sweets made daily
Food truck + casual spot | Follow for new flavors"
biz_0274,Atkinson LLC,food_beverage,['bars'],[],['social_posts'],"Philadelphia, PA",False,medium,8,4.3,"[1000, 2000]","['vegan', 'magazine_quality', 'natural_lighting', 'brunch']",5,True,any,"Vegan bar & brunch spot in Philadelphia. Craft cocktails, plant-based bites, natural light. Magazine-worthy moments every visit."
biz_0275,"Thomas, Ford and Brown",retail,"['boutique', 'home_goods']",[],"['social_posts', 'reels']","Boston, MA",False,medium,0,,"[800, 2300]","['home_decor', 'luxury', 'boutique_finds', 'tech_gadgets', 'streetwear']",5,True,mid,"Curated home goods & streetwear boutique | Luxury finds, tech gadgets & design pieces | Boston ✨"
biz_0276,Faulkner-Grant,retail,"['apparel', 'electronics']",[],['social_posts'],"Denver, CO",True,medium,1,4.7,"[1000, 1500]","['home_decor', 'vintage', 'kids', 'streetwear', 'deals']",1,True,small,"Vintage & streetwear apparel | Home goods & electronics | Denver
Curated finds, unbeatable deals. New drops weekly 🛍️
Shop vintage, modern, kids styles all in one place"
biz_0277,Price LLC,auto,['detailing'],[],['social_posts'],"New York, NY",False,large,2,4.0,"[1500, 4500]","['off_road', 'electric_vehicle', 'performance']",1,True,mid,"Professional auto detailing | Off-road & EV specialists | NYC
Full ceramic coatings, paint protection, interior restoration
Performance vehicles deserve premium care"
biz_0278,Rivera Inc,home_real_estate,['property_management'],[],"['social_posts', 'podcast', 'reels']","San Diego, CA",False,small,0,,"[500, 800]","['minimalist', 'diy', 'first_time_buyer', 'investment']",1,True,mid,"Property management & real estate investing | San Diego
Helping first-time buyers & investors navigate the market. DIY tips, minimalist living, smart property choices."
biz_0279,Boone-Davis,beauty_wellness,['supplements'],[],['long_form_video'],"Dallas, TX",False,small,15,4.7,"[500, 1000]","['wellness', 'makeup_tutorial', 'natural']",1,True,any,"Wellness & beauty supplements | Natural skincare & makeup | Dallas, TX. Shop clean products that work for your glow ✨"
biz_0280,"Calderon, Williams and Bennett",food_beverage,"['bars', 'specialty_foods']",[],"['photography', 'social_posts']","Brooklyn, NY",False,small,30,3.5,"[300, 600]","['asian', 'italian', 'wine_pairing']",5,False,mid,"Asian & Italian fusion | Wine-paired small plates | Brooklyn
Specialty foods, craft cocktails & natural wines
Reservations recommended 🍷"
biz_0281,"Morrison, Russo and Lopez",auto,"['detailing', 'used']",[],"['live_coverage', 'blog_posts']","San Diego, CA",True,small,2,4.7,"[500, 800]","['sedan', 'suv', 'test_drive', 'off_road']",1,True,any,"Used cars & detailing | San Diego
Quality sedans & SUVs, expert detailing, test drives available
Off-road ready vehicles & trusted service"
biz_0282,"Ramsey, Hansen and Mendoza",fitness_sports,"['personal_training', 'outdoor']",[],['live_coverage'],"Atlanta, GA",True,small,1,4.5,"[300, 800]","['yoga', 'gear_review', 'cycling', 'pilates']",5,True,any,"Personal training & outdoor fitness | Yoga, pilates, cycling | Atlanta-based | Live workout coverage & gear reviews"
biz_0283,Turner-Stout,retail,['electronics'],[],['photography'],"Dallas, TX",False,small,15,4.0,"[200, 700]","['streetwear', 'minimalist', 'luxury']",5,True,mid,"Electronics & streetwear | Curated minimalist luxury gear | Dallas, TX
High-end tech meets clean design. Premium selection for the discerning collector."
biz_0284,Giles Ltd,home_real_estate,"['interior_design', 'property_management']",[],['reels'],"Austin, TX",True,large,5,4.0,"[3000, 6000]","['first_time_buyer', 'modern', 'luxury']",1,True,mid,"Interior design & property management | Austin, TX | Modern luxury homes for first-time buyers & investors | Let's build your dream space"
biz_0285,Burgess Group,food_beverage,"['cafes', 'catering']",[],"['long_form_video', 'podcast', 'photography']","Phoenix, AZ",True,small,1,4.3,"[300, 1000]","['farm_to_table', 'dessert', 'brunch', 'natural_lighting', 'asian']",1,True,mid,"Cafe & catering | Farm-to-table brunch & desserts | Phoenix, AZ
Asian-inspired flavors, locally sourced ingredients, natural light vibes
Events, corporate catering, daily service"
biz_0286,Dominguez Ltd,fitness_sports,['crossfit'],[],"['long_form_video', 'live_coverage', 'photography']","Phoenix, AZ",False,medium,2,4.0,"[1000, 1500]","['nutrition', 'outdoor', 'running', 'recovery', 'yoga']",0,True,any,"CrossFit gym in Phoenix | WODs, nutrition coaching, yoga & recovery | Community-driven fitness 💪"
biz_0287,Sanders and Sons,travel_hospitality,['attraction'],[],"['social_posts', 'photography', 'reels']","New York, NY",False,small,1,4.3,"[200, 700]","['budget_travel', 'boutique', 'domestic', 'family']",0,True,mid,"Sanders & Sons | Family-friendly boutique lodging in NYC. Cozy rooms, local vibes, unforgettable stays. Budget-conscious travelers welcome 🗽"
biz_0288,"Morris, Campbell and Owens",home_real_estate,['real_estate_agency'],[],"['long_form_video', 'podcast', 'social_posts']","Philadelphia, PA",True,small,2,4.7,"[500, 800]","['first_time_buyer', 'luxury', 'renovation', 'garden']",5,True,any,Real estate in Philadelphia | First-time buyers to luxury homes | Garden properties & renovations our specialty
biz_0289,"Howard, Green and Hunt",food_beverage,"['bars', 'casual_dining']",[],"['social_posts', 'blog_posts', 'reels']","San Diego, CA",False,small,15,4.7,"[200, 700]","['farm_to_table', 'italian', 'dessert']",5,True,any,"Farm-to-table Italian restaurant & bar | San Diego
Fresh pasta, seasonal ingredients, house-made desserts
Come for dinner, stay for the vibe 🍝"
biz_0290,Owens-Lang,home_real_estate,"['home_improvement', 'garden']",[],['reels'],"San Francisco, CA",True,small,30,4.3,"[300, 1000]","['small_space', 'diy', 'investment', 'first_time_buyer']",3,True,small,"Owens-Lang | Home improvement & design for small spaces | DIY tips, garden ideas, investment strategies. San Francisco."
biz_0291,"Harrison, Franco and Rocha",travel_hospitality,"['tour_operator', 'luxury_resort']",[],"['live_coverage', 'podcast', 'reels']","Brooklyn, NY",False,medium,1,4.5,"[500, 2000]","['all_inclusive', 'luxury_travel', 'couples', 'adventure']",0,True,mid,"Luxury travel experiences crafted for couples & adventurers. All-inclusive getaways, curated tours, unforgettable moments. Brooklyn-based, world-focused. 🌍✈️"
biz_0292,Edwards-Williams,beauty_wellness,['nail_salon'],[],"['live_coverage', 'reels']","San Francisco, CA",False,small,15,4.5,"[500, 800]","['natural', 'self_care', 'skincare', 'wellness']",0,True,mid,"Nails & wellness | Natural, non-toxic products | Self-care vibes in San Francisco 💅
Manicures, pedicures, gel services. Book your moment of peace."
biz_0293,Figueroa Inc,auto,"['ev', 'motorcycle']",[],"['live_coverage', 'social_posts', 'long_form_video']","San Francisco, CA",False,small,2,4.0,"[200, 500]","['motorcycle', 'luxury', 'test_drive']",1,True,large,"EV & motorcycle specialists | Test drives & rides available | San Francisco 🏍️⚡ Luxury bikes, electric future"
biz_0294,Tran-Silva,travel_hospitality,['attraction'],[],['reels'],"Phoenix, AZ",True,small,2,4.7,"[200, 500]","['domestic', 'luxury_travel', 'international', 'couples']",3,True,any,Luxury travel experiences | Domestic & international getaways | Phoenix-based couple's travel experts ✈️
biz_0295,"Butler, Hernandez and Rivera",retail,"['electronics', 'boutique']",[],"['blog_posts', 'long_form_video', 'social_posts']","Houston, TX",True,medium,2,4.3,"[800, 1800]","['streetwear', 'boutique_finds', 'kids', 'luxury', 'tech_gadgets']",3,True,small,"Streetwear & tech boutique | Curated finds for kids & adults | Houston, TX
Premium selections, fresh drops, exclusive gear. Your go-to for luxury streetwear and the latest gadgets."
biz_0296,Hudson-Sanchez,travel_hospitality,['luxury_resort'],[],"['live_coverage', 'long_form_video', 'social_posts']","Dallas, TX",False,medium,5,4.0,"[1000, 2500]","['luxury_travel', 'international', 'budget_travel']",0,True,mid,"Luxury resort in Dallas, TX | World-class accommodations & experiences | International getaway, local convenience"
biz_0297,"Pena, Cohen and Scott",fashion,['vintage'],[],['live_coverage'],"Denver, CO",False,small,15,4.3,"[300, 1000]","['ethical', 'streetwear', 'vintage']",2,True,any,"Vintage streetwear & ethical fashion. Curated pieces from Denver. Follow for new arrivals, styling drops, and behind-the-scenes 👖"
biz_0298,Levy-May,home_real_estate,"['property_management', 'home_improvement']",[],['podcast'],"Dallas, TX",True,small,0,,"[200, 700]","['minimalist', 'traditional', 'modern']",3,True,small,"Property management & home improvement | Dallas, TX
Minimalist to modern spaces. We manage, renovate, transform.
Listen to our podcast for design tips and market insights."
biz_0299,Murray-Oconnor,food_beverage,"['bakeries', 'food_trucks']",[],"['blog_posts', 'social_posts']","Houston, TX",False,small,5,4.0,"[200, 500]","['natural_lighting', 'fine_dining', 'asian']",5,False,small,"Artisan bakery & mobile kitchen | Fresh-baked pastries, Asian-inspired breads & café fare | Houston, TX"
biz_0300,Jackson-Cortez,food_beverage,"['cafes', 'fine_dining']",[],"['social_posts', 'podcast', 'photography']","San Francisco, CA",False,small,30,3.5,"[500, 1200]","['asian', 'vegan', 'magazine_quality']",1,True,small,"Modern Asian vegan cuisine | San Francisco
Elevated comfort food, zero compromise on flavor
Magazine-worthy plates, intimate dining ✨"
